,nodes neighbors,labels
904,"[[2, 6, 7, 8, 15], [4, 8, 11, 12, 13, 14], [0, 6, 7, 8, 15], [5, 8, 9, 18], [1, 8, 11, 12, 13, 14], [3, 8, 9, 18], [0, 2, 7, 8, 15], [0, 2, 6, 8, 15], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], [3, 5, 8, 18], [8, 16, 17], [1, 4, 8, 12, 13, 14], [1, 4, 8, 11, 13, 14], [1, 4, 8, 11, 12, 14], [1, 4, 8, 11, 12, 13], [0, 2, 6, 7, 8], [8, 10, 17], [8, 10, 16], [3, 5, 8, 9]]",1.0
905,"[[1, 6, 7, 9, 10, 11], [0, 5, 6, 7, 9, 10, 11], [3, 4, 5, 7, 8, 10, 11, 12, 13], [2, 4, 5, 7, 8, 10, 11, 12, 13], [2, 3, 5, 7, 8, 10, 11, 12, 13], [1, 2, 3, 4, 7, 8, 10, 11, 12, 13], [0, 1, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13], [2, 3, 4, 5, 7, 10, 11, 12, 13], [0, 1, 6, 7, 10, 11, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13], [2, 3, 4, 5, 7, 8, 10, 11, 13], [2, 3, 4, 5, 7, 8, 9, 10, 11, 12]]",1.0
906,"[[3, 4, 5], [5, 10, 11], [5, 6, 7, 8, 9], [0, 4, 5], [0, 3, 5], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [2, 5, 7, 8, 9], [2, 5, 6, 8, 9], [2, 5, 6, 7, 9], [2, 5, 6, 7, 8], [1, 5, 11], [1, 5, 10]]",1.0
907,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 3, 4, 7, 11], [0, 5, 6, 8, 9, 10], [0, 1, 4, 7, 11], [0, 1, 3, 7, 11], [0, 2, 6, 8, 9, 10], [0, 2, 5, 8, 9, 10], [0, 1, 3, 4, 11], [0, 2, 5, 6, 9, 10], [0, 2, 5, 6, 8, 10], [0, 2, 5, 6, 8, 9], [0, 1, 3, 4, 7]]",1.0
908,"[[2, 5, 6, 10, 11, 13], [7, 8, 9, 11], [0, 5, 6, 10, 11, 13], [4, 11, 12], [3, 11, 12], [0, 2, 6, 10, 11, 13], [0, 2, 5, 10, 11, 13], [1, 8, 9, 11], [1, 7, 9, 11], [1, 7, 8, 11], [0, 2, 5, 6, 11, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13], [3, 4, 11], [0, 2, 5, 6, 10, 11]]",1.0
909,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 3, 7, 12, 20], [0, 4, 6, 8, 14, 15, 18], [0, 1, 7, 12, 20], [0, 2, 6, 8, 14, 15, 18], [0, 10, 16, 17, 19], [0, 2, 4, 8, 14, 15, 18], [0, 1, 3, 12, 20], [0, 2, 4, 6, 14, 15, 18], [0, 11, 13, 21], [0, 5, 16, 17, 19], [0, 9, 13, 21], [0, 1, 3, 7, 20], [0, 9, 11, 21], [0, 2, 4, 6, 8, 15, 18], [0, 2, 4, 6, 8, 14, 18], [0, 5, 10, 17, 19], [0, 5, 10, 16, 19], [0, 2, 4, 6, 8, 14, 15], [0, 5, 10, 16, 17], [0, 1, 3, 7, 12], [0, 9, 11, 13]]",1.0
910,"[[3, 4, 7, 11, 16, 19, 23], [3, 12, 18, 21], [3, 10, 22], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], [0, 3, 7, 11, 16, 19, 23], [3, 14, 17], [3, 9, 13], [0, 3, 4, 11, 16, 19, 23], [3, 15, 20], [3, 6, 13], [2, 3, 22], [0, 3, 4, 7, 16, 19, 23], [1, 3, 18, 21], [3, 6, 9], [3, 5, 17], [3, 8, 20], [0, 3, 4, 7, 11, 19, 23], [3, 5, 14], [1, 3, 12, 21], [0, 3, 4, 7, 11, 16, 23], [3, 8, 15], [1, 3, 12, 18], [2, 3, 10], [0, 3, 4, 7, 11, 16, 19]]",1.0
911,"[[3, 10, 12, 24], [3, 8, 15, 21, 22, 23], [3, 4, 9, 16], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26], [2, 3, 9, 16], [3, 13, 18, 19], [3, 14, 19, 26], [3, 19, 25, 26], [1, 3, 15, 21, 22, 23], [2, 3, 4, 16], [0, 3, 12, 24], [3, 17, 20], [0, 3, 10, 24], [3, 5, 18, 19], [3, 6, 19, 26], [1, 3, 8, 21, 22, 23], [2, 3, 4, 9], [3, 11, 20], [3, 5, 13, 19], [3, 5, 6, 7, 13, 14, 18, 25, 26], [3, 11, 17], [1, 3, 8, 15, 22, 23], [1, 3, 8, 15, 21, 23], [1, 3, 8, 15, 21, 22], [0, 3, 10, 12], [3, 7, 19, 26], [3, 6, 7, 14, 19, 25]]",1.0
912,"[[5, 15, 16, 17], [2, 3, 6, 10, 13, 16], [1, 3, 6, 10, 13, 16], [1, 2, 6, 10, 13, 16], [8, 11, 14, 16], [0, 15, 16, 17], [1, 2, 3, 10, 13, 16], [9, 12, 16], [4, 11, 14, 16], [7, 12, 16], [1, 2, 3, 6, 13, 16], [4, 8, 14, 16], [7, 9, 16], [1, 2, 3, 6, 10, 16], [4, 8, 11, 16], [0, 5, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17], [0, 5, 15, 16]]",1.0
913,"[[7, 8, 9, 10, 12], [2, 3, 4, 5, 6, 10, 11], [1, 3, 4, 5, 6, 10, 11], [1, 2, 4, 5, 6, 10, 11], [1, 2, 3, 5, 6, 10, 11], [1, 2, 3, 4, 6, 10, 11], [1, 2, 3, 4, 5, 10, 11], [0, 8, 9, 10, 12], [0, 7, 9, 10, 12], [0, 7, 8, 10, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 10], [0, 7, 8, 9, 10]]",1.0
914,"[[5, 6, 7, 8, 9, 10, 11], [2, 3, 4, 10], [1, 3, 4, 10], [1, 2, 4, 10], [1, 2, 3, 10], [0, 6, 7, 8, 9, 10, 11], [0, 5, 7, 8, 9, 10, 11], [0, 5, 6, 8, 9, 10, 11], [0, 5, 6, 7, 9, 10, 11], [0, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 5, 6, 7, 8, 9, 10]]",1.0
915,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0
916,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0
917,"[[5, 9, 11, 13], [3, 10, 11, 12, 13], [4, 6, 8, 13], [1, 10, 11, 12, 13], [2, 6, 8, 13], [0, 9, 11, 13], [2, 4, 8, 13], [11, 13, 14], [2, 4, 6, 13], [0, 5, 11, 13], [1, 3, 11, 12, 13], [0, 1, 3, 5, 7, 9, 10, 12, 13, 14], [1, 3, 10, 11, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14], [7, 11, 13]]",1.0
918,"[[11, 14, 17, 22, 23, 27], [4, 8, 14, 19, 23], [5, 7, 9, 20, 23, 30], [6, 15, 23, 25, 28], [1, 8, 14, 19, 23], [2, 7, 9, 20, 23, 30], [3, 15, 23, 25, 28], [2, 5, 9, 20, 23, 30], [1, 4, 14, 19, 23], [2, 5, 7, 12, 20, 23, 30], [13, 21, 23, 24, 26], [0, 14, 17, 22, 23, 27], [9, 16, 18, 23, 24, 29], [10, 21, 23, 24, 26], [0, 1, 4, 8, 11, 17, 19, 22, 23, 27], [3, 6, 23, 25, 28], [12, 18, 23, 24, 29], [0, 11, 14, 22, 23, 27], [12, 16, 23, 24, 29], [1, 4, 8, 14, 23], [2, 5, 7, 9, 23, 30], [10, 13, 23, 24, 26], [0, 11, 14, 17, 23, 27], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30], [10, 12, 13, 16, 18, 21, 23, 26, 29], [3, 6, 15, 23, 28], [10, 13, 21, 23, 24], [0, 11, 14, 17, 22, 23], [3, 6, 15, 23, 25], [12, 16, 18, 23, 24], [2, 5, 7, 9, 20, 23]]",1.0
919,"[[1, 2, 3, 7, 9, 12], [0, 2, 3, 7, 9, 12], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 7, 9, 12], [2, 5, 6, 8, 10, 11], [2, 4, 6, 8, 10, 11], [2, 4, 5, 8, 10, 11, 12], [0, 1, 2, 3, 9, 12], [2, 4, 5, 6, 10, 11], [0, 1, 2, 3, 7, 12], [2, 4, 5, 6, 8, 11], [2, 4, 5, 6, 8, 10], [0, 1, 2, 3, 6, 7, 9]]",1.0
920,"[[4, 11, 16, 20], [3, 5, 8, 10, 13, 18, 19, 20], [6, 9, 12, 17, 20], [1, 5, 8, 10, 13, 18, 19, 20], [0, 11, 16, 20], [1, 3, 8, 10, 13, 18, 19, 20], [2, 9, 12, 17, 20], [14, 15, 20, 21], [1, 3, 5, 10, 13, 18, 19, 20], [2, 6, 12, 17, 20], [1, 3, 5, 8, 13, 18, 19, 20], [0, 4, 16, 20], [2, 6, 9, 17, 20], [1, 3, 5, 8, 10, 18, 19, 20], [7, 15, 20, 21], [7, 14, 20, 21], [0, 4, 11, 20], [2, 6, 9, 12, 20], [1, 3, 5, 8, 10, 13, 19, 20], [1, 3, 5, 8, 10, 13, 18, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21], [7, 14, 15, 20]]",1.0
921,"[[1, 3, 5, 9, 11, 12, 18], [0, 3, 5, 9, 11, 12, 18], [3, 7, 9, 10, 13, 16, 17], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], [3, 6, 8, 9, 14, 15], [0, 1, 3, 9, 11, 12, 18], [3, 4, 8, 9, 14, 15], [2, 3, 9, 10, 12, 13, 16, 17], [3, 4, 6, 9, 14, 15], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18], [2, 3, 7, 9, 13, 16, 17], [0, 1, 3, 5, 9, 12, 18], [0, 1, 3, 5, 7, 9, 11, 18], [2, 3, 7, 9, 10, 16, 17], [3, 4, 6, 8, 9, 15], [3, 4, 6, 8, 9, 14], [2, 3, 7, 9, 10, 13, 17], [2, 3, 7, 9, 10, 13, 16], [0, 1, 3, 5, 9, 11, 12]]",1.0
922,"[[3, 5, 8, 9, 12], [2, 4, 6, 11, 12, 13], [1, 4, 6, 11, 12, 13], [0, 5, 8, 9, 12], [1, 2, 6, 11, 12, 13], [0, 3, 8, 9, 12], [1, 2, 4, 11, 12, 13], [10, 12, 14], [0, 3, 5, 9, 12], [0, 3, 5, 8, 12], [7, 12, 14], [1, 2, 4, 6, 12, 13], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14], [1, 2, 4, 6, 11, 12], [7, 10, 12]]",1.0
923,"[[3, 10, 11, 13], [9, 10, 12, 15, 16], [4, 7, 10, 14], [0, 10, 11, 13], [2, 7, 10, 14], [6, 8, 10], [5, 8, 10], [2, 4, 10, 14], [5, 6, 10], [1, 10, 12, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16], [0, 3, 10, 13], [1, 9, 10, 15, 16], [0, 3, 10, 11], [2, 4, 7, 10], [1, 9, 10, 12, 16], [1, 9, 10, 12, 15]]",1.0
924,"[[2, 5, 9, 10, 11, 13], [2, 3, 4, 6, 7, 8, 12], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], [1, 2, 4, 6, 7, 8, 12], [1, 2, 3, 6, 7, 8, 12], [0, 2, 9, 10, 11, 13], [1, 2, 3, 4, 7, 8, 12], [1, 2, 3, 4, 6, 8, 12], [1, 2, 3, 4, 6, 7, 12], [0, 2, 5, 10, 11, 13], [0, 2, 5, 9, 11, 13], [0, 2, 5, 9, 10, 13], [1, 2, 3, 4, 6, 7, 8], [0, 2, 5, 9, 10, 11]]",1.0
925,"[[1, 2, 3, 5], [0, 2, 3, 5], [0, 1, 3, 5], [0, 1, 2, 5], [5, 7, 11, 13], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13], [5, 8, 9, 10, 12], [4, 5, 11, 13], [5, 6, 9, 10, 12], [5, 6, 8, 10, 12], [5, 6, 8, 9, 12], [4, 5, 7, 13], [5, 6, 8, 9, 10], [4, 5, 7, 11]]",1.0
926,"[[1, 4, 13, 15, 17], [0, 4, 13, 15, 17], [4, 12, 16, 19], [4, 7, 9, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [4, 6, 12, 18], [4, 5, 12, 18], [3, 4, 9, 11], [4, 10, 12, 14], [3, 4, 7, 11], [4, 8, 12, 14], [3, 4, 7, 9], [2, 4, 5, 6, 8, 10, 14, 16, 18, 19], [0, 1, 4, 15, 17], [4, 8, 10, 12], [0, 1, 4, 13, 17], [2, 4, 12, 19], [0, 1, 4, 13, 15], [4, 5, 6, 12], [2, 4, 12, 16]]",1.0
927,"[[1, 5, 7, 8, 9, 10], [0, 5, 7, 8, 9, 10], [3, 4, 5, 6, 8, 11], [2, 4, 5, 6, 8, 11], [2, 3, 5, 6, 8, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [2, 3, 4, 5, 8, 11], [0, 1, 5, 8, 9, 10], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 5, 7, 8, 10], [0, 1, 5, 7, 8, 9], [2, 3, 4, 5, 6, 8]]",1.0
928,"[[2, 4, 5, 6, 9, 10, 11, 12], [3, 6, 7, 8, 9, 11], [0, 4, 5, 6, 9, 10, 11, 12], [1, 6, 7, 8, 9, 11], [0, 2, 5, 6, 9, 10, 11, 12], [0, 2, 4, 6, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 6, 8, 9, 11], [1, 3, 6, 7, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12], [0, 2, 4, 5, 6, 9, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12], [0, 2, 4, 5, 6, 9, 10, 11]]",1.0
929,"[[4, 9, 11, 15], [4, 6, 9, 14], [3, 5, 9, 12, 13], [2, 5, 9, 12, 13], [0, 1, 6, 7, 8, 9, 10, 11, 14, 15], [2, 3, 9, 12, 13], [1, 4, 9, 14], [4, 8, 9, 10], [4, 7, 9, 10], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15], [4, 7, 8, 9], [0, 4, 9, 15], [2, 3, 5, 9, 13], [2, 3, 5, 9, 12], [1, 4, 6, 9], [0, 4, 9, 11]]",1.0
930,"[[1, 7, 8, 16, 17], [0, 4, 7, 8, 16, 17], [8, 9, 10, 12, 13, 14, 16], [4, 5, 6, 8, 11, 15, 16], [1, 3, 5, 6, 8, 11, 15, 16], [3, 4, 6, 8, 11, 15, 16], [3, 4, 5, 8, 11, 15, 16], [0, 1, 8, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17], [2, 8, 10, 12, 13, 14, 16], [2, 8, 9, 12, 13, 14, 16], [3, 4, 5, 6, 8, 15, 16], [2, 8, 9, 10, 13, 14, 16], [2, 8, 9, 10, 12, 14, 16], [2, 8, 9, 10, 12, 13, 16], [3, 4, 5, 6, 8, 11, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17], [0, 1, 7, 8, 16]]",1.0
931,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 4, 5, 6, 7, 9, 10], [0, 12, 13], [0, 8, 11, 14], [0, 1, 5, 6, 7, 9, 10], [0, 1, 4, 6, 7, 9, 10], [0, 1, 4, 5, 7, 9, 10], [0, 1, 4, 5, 6, 9, 10], [0, 3, 11, 14], [0, 1, 4, 5, 6, 7, 10], [0, 1, 4, 5, 6, 7, 9], [0, 3, 8, 14], [0, 2, 13], [0, 2, 12], [0, 3, 8, 11]]",1.0
932,"[[6, 8, 16], [8, 10, 11, 17], [5, 7, 8, 12, 13, 14, 15], [4, 8, 9], [3, 8, 9], [2, 7, 8, 12, 13, 14, 15], [0, 8, 16], [2, 5, 8, 12, 13, 14, 15], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17], [3, 4, 8], [1, 8, 11, 17], [1, 8, 10, 17], [2, 5, 7, 8, 13, 14, 15], [2, 5, 7, 8, 12, 14, 15], [2, 5, 7, 8, 12, 13, 15], [2, 5, 7, 8, 12, 13, 14], [0, 6, 8], [1, 8, 10, 11]]",1.0
933,"[[3, 11, 27, 34], [19, 21, 34], [7, 23, 30, 34, 35], [0, 11, 27, 34], [8, 12, 16, 22, 26, 33, 34], [6, 13, 25, 29, 34], [5, 13, 25, 29, 34], [2, 23, 29, 30, 34, 35], [4, 12, 16, 22, 26, 33, 34], [10, 18, 20, 34], [9, 18, 20, 25, 34], [0, 3, 27, 34], [4, 8, 16, 22, 26, 33, 34], [5, 6, 25, 29, 34], [15, 17, 32, 34], [14, 17, 25, 32, 34], [4, 8, 12, 22, 26, 33, 34], [14, 15, 32, 34], [9, 10, 20, 34], [1, 21, 28, 34], [9, 10, 18, 34], [1, 19, 34], [4, 8, 12, 16, 26, 33, 34], [2, 7, 30, 34, 35], [28, 31, 34], [5, 6, 10, 13, 15, 29, 34], [4, 8, 12, 16, 22, 33, 34], [0, 3, 11, 34], [19, 24, 31, 34], [5, 6, 7, 13, 25, 34], [2, 7, 23, 34, 35], [24, 28, 34], [14, 15, 17, 34], [4, 8, 12, 16, 22, 26, 34], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35], [2, 7, 23, 30, 34]]",1.0
934,"[[1, 2, 3, 4, 5, 9, 10, 11, 12], [0, 2, 3, 4, 5, 9, 10, 11, 12], [0, 1, 3, 4, 5, 9, 10, 11, 12], [0, 1, 2, 4, 5, 9, 10, 11, 12], [0, 1, 2, 3, 5, 9, 10, 11, 12], [0, 1, 2, 3, 4, 9, 10, 11, 12], [7, 8, 10, 13], [6, 8, 10, 13], [6, 7, 10, 13], [0, 1, 2, 3, 4, 5, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13], [0, 1, 2, 3, 4, 5, 9, 10, 12], [0, 1, 2, 3, 4, 5, 9, 10, 11], [6, 7, 8, 10]]",1.0
935,"[[1, 4, 6, 7, 8, 9, 13], [0, 4, 6, 7, 8, 9, 13], [3, 5, 8, 10, 11, 12], [2, 5, 8, 10, 11, 12], [0, 1, 6, 7, 8, 9, 13], [2, 3, 8, 10, 11, 12], [0, 1, 4, 7, 8, 9, 13], [0, 1, 4, 6, 8, 9, 13], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13], [0, 1, 4, 6, 7, 8, 13], [2, 3, 5, 8, 11, 12], [2, 3, 5, 8, 10, 12], [2, 3, 5, 8, 10, 11], [0, 1, 4, 6, 7, 8, 9]]",1.0
936,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0
937,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0
938,"[[2, 3, 8, 9, 10, 11, 12], [4, 5, 10], [0, 3, 8, 9, 10, 11, 12], [0, 2, 8, 9, 10, 11, 12], [1, 5, 10], [1, 4, 6, 7, 10], [5, 7, 10], [5, 6, 10], [0, 2, 3, 9, 10, 11, 12], [0, 2, 3, 8, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [0, 2, 3, 8, 9, 10, 12], [0, 2, 3, 8, 9, 10, 11]]",1.0
939,"[[4, 6, 15, 17], [2, 3, 10, 11, 14, 17], [1, 3, 10, 11, 14, 17], [1, 2, 10, 11, 14, 17], [0, 6, 15, 17], [7, 8, 17], [0, 4, 15, 17], [5, 8, 17], [5, 7, 17], [12, 13, 16, 17, 18], [1, 2, 3, 11, 14, 17], [1, 2, 3, 10, 14, 17], [9, 13, 16, 17, 18], [9, 12, 16, 17, 18], [1, 2, 3, 10, 11, 17], [0, 4, 6, 17], [9, 12, 13, 17, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18], [9, 12, 13, 16, 17]]",1.0
940,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0
941,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0
942,"[[3, 5, 6], [3, 9, 10, 11, 12], [3, 4, 7, 8], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12], [2, 3, 7, 8], [0, 3, 6], [0, 3, 5], [2, 3, 4, 8], [2, 3, 4, 7], [1, 3, 10, 11, 12], [1, 3, 9, 11, 12], [1, 3, 9, 10, 12], [1, 3, 9, 10, 11]]",1.0
943,"[[12, 14, 19, 23], [7, 9, 20, 22, 23], [3, 11, 15, 23], [2, 11, 15, 23], [10, 13, 17, 23, 24], [6, 18, 21, 23], [5, 18, 21, 23], [1, 9, 20, 22, 23], [14, 16, 19, 23], [1, 7, 20, 22, 23], [4, 13, 17, 23, 24], [2, 3, 15, 23], [0, 14, 19, 23], [4, 10, 17, 23, 24], [0, 8, 12, 16, 19, 23], [2, 3, 11, 23], [8, 14, 19, 23], [4, 10, 13, 23, 24], [5, 6, 21, 23], [0, 8, 12, 14, 16, 23], [1, 7, 9, 22, 23], [5, 6, 18, 23], [1, 7, 9, 20, 23], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24], [4, 10, 13, 17, 23]]",1.0
